suburb|state|postcode
GREGADOO|NSW|2650
GRETA|NSW|2334
GRONG GRONG|NSW|2652
GUILDFORD|NSW|2161
WATTAMOLLA|NSW|2535
NARRAWA|NSW|2583
GUNGAL|NSW|2333
WOODPARK|NSW|2164
WANAARING|NSW|2840
CORNDALE|NSW|2480
ASHBY|NSW|2463
KYBEYAN|NSW|2631
COOLUMBOOKA|NSW|2632
MILLTHORPE|NSW|2798
ABERFOYLE|NSW|2350
TALOUMBI|NSW|2463
BINDA|NSW|2583
CARCALGONG|NSW|2850
NORTH NAROOMA|NSW|2546
AMAROO|NSW|2866
YARRANBELLA|NSW|2447
WRIGHTS BEACH|NSW|2540
ROWLANDS CREEK|NSW|2484
HASSANS WALLS|NSW|2790
SOUTH PAMBULA|NSW|2549
TILLIGERRY CREEK|NSW|2319
MACLEAN|NSW|2463
HATFIELD|NSW|2715
UKI|NSW|2484
LIMPINWOOD|NSW|2484
BUDDONG|NSW|2720
SAN ISIDORE|NSW|2650
PULLETOP|NSW|2650
GANBENANG|NSW|2790
ASHBY ISLAND|NSW|2463
MOUNT COLAH|NSW|2079
NOOROO|NSW|2415
BUNDEWALLAH|NSW|2535
JERRYS PLAINS|NSW|2330
BOOLCARROLL|NSW|2388
AVISFORD|NSW|2850
HUNGERFORD|NSW|2840
THERESA PARK|NSW|2570
MITCHELLS FLAT|NSW|2330
WALANG|NSW|2795
COOLANGUBRA|NSW|2550
TERRAGON|NSW|2484
RAINBOW REACH|NSW|2440
REDHEAD|NSW|2290
RIVERVIEW|NSW|2066
MOUNT KEIRA|NSW|2500
BIDDON|NSW|2827
ROCK VALLEY|NSW|2480
COLEDALE|NSW|2515
MOUNTAIN VIEW|NSW|2460
MULLOON|NSW|2622
MERRILL|NSW|2581
TWEED HEADS WEST|NSW|2485
MYALL CREEK|NSW|2403
KELLYS PLAINS|NSW|2350
CUDGEN|NSW|2487
COTTAGE POINT|NSW|2084
SEELANDS|NSW|2460
SHANNON VALE|NSW|2370
URILA|NSW|2620
SHEEDYS GULLY|NSW|2790
NORTH WOODBURN|NSW|2471
WALLARINGA|NSW|2420
SUNSET STRIP|NSW|2879
MOUNT COOPER|NSW|2631
SPRINGDALE HEIGHTS|NSW|2641
ST CLAIR|NSW|2759
BINGARA|NSW|2404
GREEN GULLY|NSW|2850
STOKERS SIDING|NSW|2484
NARWEE|NSW|2209
PARRAWEENA|NSW|2339
TOOLOOM|NSW|2475
PATCHS BEACH|NSW|2478
NERICON|NSW|2680
PIMLICO|NSW|2478
THYRA|NSW|2731
POTTERY ESTATE|NSW|2790
DEE WHY|NSW|2099
MAUDE|NSW|2711
MOUNT PANORAMA|NSW|2795
TALLWOODS VILLAGE|NSW|2430
STANNIFER|NSW|2369
TARRIARO|NSW|2390
QUEANBEYAN|NSW|2620
TARRO|NSW|2322
FERNMOUNT|NSW|2454
UPPER ROLLANDS PLAINS|NSW|2441
TANGLEWOOD|NSW|2488
CULMARAN CREEK|NSW|2469
WARRAGOON|NSW|2710
BARRINGTON|NSW|2422
MAYERS FLAT|NSW|2423
TUCKURIMBA|NSW|2480
GOGELDRIE|NSW|2705
WERAI|NSW|2577
MARCHMONT|NSW|2582
WHERROL FLAT|NSW|2429
COOLABAH|NSW|2831
MAROUBRA|NSW|2035
WEST WALLSEND|NSW|2286
GUNDAGAI|NSW|2722
STOCKYARD CREEK|NSW|2460
TUCKOMBIL|NSW|2477
ECCLESTON|NSW|2311
BURRUMBUTTOCK|NSW|2642
MEBUL|NSW|2852
CRYSTAL CREEK|NSW|2484
HOWICK|NSW|2330
TURONDALE|NSW|2795
PARKESBOURNE|NSW|2580
SINGLETONS MILL|NSW|2775
ARIAH PARK|NSW|2665
RAMSGATE|NSW|2217
SMITHS LAKE|NSW|2428
WOOLOOWARE|NSW|2230
SHANNONDALE|NSW|2460
BOOROLONG|NSW|2350
CRAVEN|NSW|2422
AIRDS|NSW|2560
PORTLAND|NSW|2847
LILLIAN ROCK|NSW|2480
MULI MULI|NSW|2476
YALLAH|NSW|2530
BOWNING|NSW|2582
WETUPPA|NSW|2734
QUANDARY|NSW|2665
WOONONA|NSW|2517
EAST KILLARA|NSW|2071
STROUD|NSW|2425
LOWTHER|NSW|2790
WEEMELAH|NSW|2406
EDROM|NSW|2551
DYRAABA|NSW|2470
PALMVALE|NSW|2484
JILLIBY|NSW|2259
MAJORS CREEK|NSW|2622
TANTAWANGALO|NSW|2550
BETHUNGRA|NSW|2590
WILLOW VALE|NSW|2534
STRATFORD|NSW|2422
RYE PARK|NSW|2586
YARROWFORD|NSW|2370
SAFETY BEACH|NSW|2456
AVOCA|NSW|2577
TABULAM|NSW|2469
BURRA|NSW|2620
CURRABUBULA|NSW|2342
TARBUCK BAY|NSW|2428
GILMANDYKE|NSW|2795
ZARA|NSW|2484
EUGOWRA|NSW|2806
BORAMBOLA|NSW|2650
IVANHOE|NSW|2878
BRIERFIELD|NSW|2454
TYALGUM|NSW|2484
NUMULGI|NSW|2480
JEREMADRA|NSW|2536
MOOLARBEN|NSW|2850
KERRIGUNDI|NSW|2835
FAIRY HILL|NSW|2470
GLADSTONE|NSW|2440
NEBEA|NSW|2829
BACK CREEK|NSW|2671
CORINDI BEACH|NSW|2456
SALLYS FLAT|NSW|2850
NAUGHTONS GAP|NSW|2470
WICKHAM|NSW|2293
WYNDHAM|NSW|2550
KEERA|NSW|2404
HAMPDEN HALL|NSW|2440
BREEZA|NSW|2381
WEST CORAKI|NSW|2471
COMO|NSW|2226
ARCADIA|NSW|2159
COPE|NSW|2852
MANNUS|NSW|2653
DALGETY|NSW|2628
WESTMEAD|NSW|2145
GILEAD|NSW|2560
GINGKIN|NSW|2787
GIRRAL|NSW|2669
HARTLEY|NSW|2790
